cohort_id,tau,decision,mu_hat,var_hat,n_eff,lower_bound,p_value
O=S1(=O)NCC2(CC[NH+](Cc3cccc(OC4CCCC4)c3)CC2)N1c1ccccc1,0.85,ABSTAIN,,,0.0,,1.0
O=S1(=O)NCC2(CC[NH+](Cc3ccccc3)CC2)N1c1ccccc1,0.85,ABSTAIN,,,0.0,,1.0
O=S1(=O)NC[C@]2(CC[N@H+](Cc3ccccc3)CC2)N1c1ccccc1,0.85,ABSTAIN,,,0.0,,1.0
O=c1cc(C2CC2c2ccc(-c3ccccn3)cc2)nc[nH]1,0.85,ABSTAIN,,,0.0,,1.0
O=c1cc(CCc2ccccc2)nc[nH]1,0.85,ABSTAIN,,,0.0,,1.0
O=c1ccc(C2(c3cccc(-c4cncnc4)c3)N=Cc3ccccc32)c[nH]1,0.85,ABSTAIN,,,0.0,,1.0
[NH2+]=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0.85,ABSTAIN,,,0.0,,1.0
c1cc(CCCC[NH2+][C@H]2CC3(CCC3)Oc3ncccc32)cc(-c2nccs2)c1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc(-c2ccc(-c3ccc(Oc4nccs4)cc3)n2Cc2ccccn2)cc1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc(-c2ccc(-c3ccccc3)[nH]2)cc1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc(-c2ccc(-c3ccccc3)n2Cc2ccccn2)cc1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc(CC(NC2=NCCc3ccccc32)c2nnn[nH]2)cc1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc(CC(c2ccccc2)c2cscn2)cc1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2(c3cccc(C4CCCO4)c3)CC2)cc1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2(c3ccccc3)CCC(Nc3ccccn3)CC2)cc1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2(c3cccs3)CCCCC2)cc1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2(c3ccno3)CCCCC2)cc1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2(c3cn[nH]c3)CC2)cc1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2(c3nccs3)CC2)cc1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2CC3(CCC3)Oc3ncccc32)cc1,0.85,ABSTAIN,1.0,0.0,27.987658183245273,0.6810621605443248,0.3528283141125694
c1ccc2[nH]cnc2c1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc2c(c1)CCN=C2NCCc1cscc1-c1cn[nH]c1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc2c(c1)CCN=C2NCCc1cscc1-c1ncco1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc2c(c1)CC[NH+]=C2NCCc1ccsc1,0.85,ABSTAIN,,,0.0,,1.0
c1ccc2nc(N3CCCC3)cnc2c1,0.85,ABSTAIN,,,0.0,,1.0
c1ccccc1,0.85,ABSTAIN,1.0,0.0,4.398373200680381,0.0,1.0
c1cnc2c(c1)C([NH2+]CCCCc1ccc(-c3nccs3)cc1)CC1(CCC1)O2,0.85,ABSTAIN,,,0.0,,1.0
no_scaffold,0.85,ABSTAIN,,,0.0,,1.0
C1=NC(Cc2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1,0.9,ABSTAIN,,,0.0,,1.0
C1=NC(c2cccc(-c3ccccc3)c2)SC1,0.9,ABSTAIN,,,0.0,,1.0
C1=NC(c2cccc(-c3cccnc3)c2)N2CCCCC12,0.9,ABSTAIN,,,0.0,,1.0
C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)CO1,0.9,ABSTAIN,,,0.0,,1.0
C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)N=C1,0.9,ABSTAIN,,,0.0,,1.0
C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)CC1,0.9,ABSTAIN,,,0.0,,1.0
C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)c2ccnn21,0.9,ABSTAIN,,,0.0,,1.0
C1=NC(c2ccccc2)(c2ccccc2)C2=NCCCN12,0.9,ABSTAIN,,,0.0,,1.0
C1=NC(c2ccccc2)CCS1,0.9,ABSTAIN,,,0.0,,1.0
C1=NC2(CCCc3ccc(-c4cccnc4)cc32)CS1,0.9,ABSTAIN,,,0.0,,1.0
C1=NC2(CO1)c1ccccc1Oc1ccc(-c3ccccc3)cc12,0.9,ABSTAIN,,,0.0,,1.0
C1=NC2(c3cccc(-c4ccccc4)c3)CCOCC2O1,0.9,ABSTAIN,,,0.0,,1.0
C1=[NH+]C(c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NCCN12,0.9,ABSTAIN,,,0.0,,1.0
C1=[NH+]C(c2ccccc2)(c2cccc(Cc3ccccc3)c2)C2=NCCCN12,0.9,ABSTAIN,,,0.0,,1.0
C1=[NH+][C@](c2ccccc2)(c2cccc(-c3cncnc3)c2)C2=NCCCN12,0.9,ABSTAIN,,,0.0,,1.0
N=C(NCc1ccccc1)NC(=O)Cn1ccc2ccccc21,0.9,ABSTAIN,,,0.0,,1.0
N=C1NC(=O)CC([C@@H]2C[C@H]2c2ccccc2)N1,0.9,ABSTAIN,,,0.0,,1.0
N=C1NC(=O)[C@@](CCC2CCCCC2)(CC2CCCCC2)N1,0.9,ABSTAIN,,,0.0,,1.0
N=C1NC(CCC2CCCCC2)C(=O)N1Cc1ccccc1,0.9,ABSTAIN,,,0.0,,1.0
O=C(C1C[NH2+]CC12CCCc1ncccc12)N1CCC(c2ccccc2)CC1C1CCCCC1,0.9,ABSTAIN,,,0.0,,1.0
O=C(C1C[NH2+]CC1c1ccccc1)N1CCC(c2ccccc2)CC1,0.9,ABSTAIN,,,0.0,,1.0
O=C(CCC[C@H](COCc1ccccc1)NC(=O)c1cccc(C(=O)NCc2ccccc2)c1)NCC(=O)NCc1ccccc1,0.9,ABSTAIN,,,0.0,,1.0
O=C(CCN1C=[NH+]c2ccc(C(=O)c3ccccc3)cc2C1)NC1CCCCC1,0.9,ABSTAIN,,,0.0,,1.0
O=C(CC[C@H](Cc1ccccc1)NC(=O)c1cccc(C(=O)NCc2ccccc2)c1)NCC(=O)NCC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCCC1,0.9,ABSTAIN,,,0.0,,1.0
O=C(CCc1cnc2ccc(-c3ccccc3)cc2c1)NC1CCCCC1,0.9,ABSTAIN,,,0.0,,1.0
O=C(CCc1cnc2ccc(-c3ccccc3)cc2c1)NCC1CCOCC1,0.9,ABSTAIN,,,0.0,,1.0
O=C(CCc1cnc2ccc(-c3ccccc3)cc2c1)NCc1cccnc1,0.9,ABSTAIN,,,0.0,,1.0
O=C(CCc1cnc2ccc(-c3ccccc3)cc2c1)NCc1cncs1,0.9,ABSTAIN,,,0.0,,1.0
O=C(CN1CCC(CC2CC2)C1=O)NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1,0.9,ABSTAIN,,,0.0,,1.0
O=C(CN1CCCC1=O)NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1,0.9,ABSTAIN,,,0.0,,1.0
O=C(CNC(=O)c1cccnc1)N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1,0.9,ABSTAIN,,,0.0,,1.0
O=C(COc1ccccc1)NC1CC[NH+](Cc2ccccc2)CC1,0.9,ABSTAIN,,,0.0,,1.0
O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(NS(=O)(=O)Cc2ccccc2)c1)NC1CCCCC1,0.9,ABSTAIN,,,0.0,,1.0
O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,0.9,ABSTAIN,1.0,0.0,5.985675229739235,0.0,1.0
O=C(C[NH2+]CC[C@H](Cc1ccccc1)NC(=O)c1cccc(N2CCCC2=O)c1)NC1CCCCC1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)c1c[nH]c2ncccc12,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cc2c3c(c[nH]c3c1)CCS(=O)(=O)N2,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1ccc2c(c1)NS(=O)(=O)CCC2,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1ccc2c(c1)NS(=O)(=O)CCC2,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)C1=CC2NS(=O)(=O)CC[NH+]3CCNC(=C1)C23,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cc(N2CCCC2=O)c2cn[nH]c2c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(N2c3ccccc3OS2(=O)=O)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(Sc2ccccc2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(Cc1ccccc1)C(=O)C[NH2+]C1CCOCC1)c1cc2c3c(c[nH]c3c1)CCS(=O)(=O)N2,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(Cc1ccccc1)CC1CC(OCc2cccnc2)C[NH2+]1)C(CCc1ccccc1)N1CCCC1=O,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(Cc1ccccc1)CC1Cc2ccccc2C[NH2+]1)C(CCc1ccccc1)N1CCCC1=O,0.9,ABSTAIN,,,0.0,,1.0
O=C(NC(Cc1ccccc1)CC1Cc2ccccc2C[NH2+]1)c1ccccc1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NCCc1ccccc1)c1cc2c3c(c[nH]c3c1)CCS(=O)(=O)N2,0.9,ABSTAIN,1.0,0.0,8.99230587675189,0.0,1.0
O=C(NCCc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)O2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NCCc1ccccc1)c1cc2c3c(ccn3CS(=O)(=O)N2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NCCc1ccccc1)c1cccc(N2CCCC2=O)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NCCc1ccccc1)c1cccc(Nc2ccccc2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NCc1ccccc1)c1cccc(-c2nc(CCc3ccccc3)no2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NCc1ccccc1)c1cccc(-c2nnc(CCc3ccccc3)s2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NCc1ccccc1)c1cccc(C(=O)NC(CCCCNc2ccccc2)COc2ccccc2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NCc1ccccc1)c1cccc(C(=O)NC(CC[NH2+]Cc2ccccc2)Cc2ccccc2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NCc1ccccc1)c1cccc(CCCCCc2ccccc2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(NCc1ccccc1)c1cccc(OS(=O)(=O)Cc2ccccc2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(N[C@@H](Cc1ccccc1)C[C@H]1CCC[NH2+]1)[C@H](CCc1ccccc1)N1CCCC1=O,0.9,ABSTAIN,,,0.0,,1.0
O=C(N[C@H](CC[NH2+]C1CC1)Cc1ccccc1)c1cccc(C(=O)c2ccccc2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(N[C@H](CC[NH2+]C1CCCCC1)Cc1ccccc1)c1cccc(N2CCCC2=O)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)[C@@H]1CCC[C@H](CN2CCCCC2=O)C1,0.9,ABSTAIN,,,0.0,,1.0
O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cc(/C=N\OCc2ccccc2)cc(N2CCCCS2(=O)=O)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1ccc2c(c1)NS(=O)(=O)CCC2,0.9,ABSTAIN,,,0.0,,1.0
O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1ccccc1,0.9,ABSTAIN,1.0,0.0,5.984260775515761,0.0,1.0
O=C(Nc1cccc(C2CCC3(C=N2)CC3)c1)c1ccccn1,0.9,ABSTAIN,,,0.0,,1.0
O=C(Nc1cccc(C2CCNC=N2)c1)c1ccccn1,0.9,ABSTAIN,,,0.0,,1.0
O=C(Nc1cccc(C2CCOCC=N2)c1)c1ccccn1,0.9,ABSTAIN,,,0.0,,1.0
O=C(Nc1cccc(C2COC=N2)c1)c1ccccn1,0.9,ABSTAIN,,,0.0,,1.0
O=C(Nc1cccc(C2COCCC=N2)c1)c1ccccn1,0.9,ABSTAIN,,,0.0,,1.0
O=C(Nc1cccc(C2CSC=N2)c1)c1ccccn1,0.9,ABSTAIN,,,0.0,,1.0
O=C(Nc1cccc(C2N=CCNC2=O)c1)c1ccccn1,0.9,ABSTAIN,,,0.0,,1.0
O=C(Nc1cccc(C2N=Cc3ccccc32)c1)c1ccccn1,0.9,ABSTAIN,,,0.0,,1.0
O=C(OCc1ccccc1)c1ccc2[nH]cc(C(=O)NC(CC[NH2+]Cc3ccccc3)Cc3ccccc3)c2c1,0.9,ABSTAIN,,,0.0,,1.0
O=C(O[C@H]1CCS(=O)(=O)c2ccccc21)[C@H]1C[C@]2(C[NH2+]1)C(=O)Nc1ccccc12,0.9,ABSTAIN,,,0.0,,1.0
O=C1CC(C2CC2c2cccc(-c3ccccc3)c2)N=CN1,0.9,ABSTAIN,,,0.0,,1.0
O=C1CC(C2CC2c2cccc(-c3ccsc3)c2)N=CN1,0.9,ABSTAIN,,,0.0,,1.0
O=C1CC(c2cccc(NC(=O)c3ccccn3)c2)N=CN1,0.9,ABSTAIN,,,0.0,,1.0
O=C1CCC([NH2+]CCCCc2ccccc2)(c2ccccc2)CN1,0.9,ABSTAIN,,,0.0,,1.0
O=C1CCCCCCCCCC[C@@H](CC[NH2+]Cc2ccccc2)NC(=O)CN1,0.9,ABSTAIN,,,0.0,,1.0
O=C1CCCN1c1cccc(C2([NH2+]CCCCc3ccccc3)CCCCC2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C1CCc2cccc(c2)CCCCCc2cc(ccn2)CO1,0.9,ABSTAIN,,,0.0,,1.0
O=C1CCc2cccc(c2)CC[C@H](c2ccccc2)NC(=O)c2cc(cc(-c3ccccc3)c2)CO1,0.9,ABSTAIN,,,0.0,,1.0
O=C1COCCCN1c1cccc(C2([NH2+]CCCCc3ccccc3)CCCCC2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C1NC(CC[NH2+]C2(c3ccccc3)CC2)Cc2cccc(c2)OCCCCNc2cccc1c2,0.9,ABSTAIN,,,0.0,,1.0
O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,0.9,ABSTAIN,1.0,0.0,6.995662121047788,0.0,1.0
O=C1NC=NC12CCOc1ccc(-c3ccncc3)cc12,0.9,ABSTAIN,,,0.0,,1.0
O=C1NC=NC12CCOc1ccc(-c3cncnc3)cc12,0.9,ABSTAIN,,,0.0,,1.0
O=C1NC=NC12CCOc1ccccc12,0.9,ABSTAIN,,,0.0,,1.0
O=C1NC=N[C@@]1(c1ccccc1)c1cccc(-c2cncnc2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=C1NC=N[C@@]12CCCc1ccc(-c3cncnc3)cc12,0.9,ABSTAIN,,,0.0,,1.0
O=C1NC=N[C@]1(c1ccccc1)C12CC3CC(CC(C3)C1)C2,0.9,ABSTAIN,,,0.0,,1.0
O=C1NC=N[C@]1(c1ccncc1)c1cccc(-c2cncnc2)c1,0.9,ABSTAIN,,,0.0,,1.0
O=S1(=O)CC(Cc2ccc3[nH]ccc3c2)CC([NH2+]Cc2ccccc2)C1,0.9,ABSTAIN,,,0.0,,1.0
O=S1(=O)CC(Cc2cccc(C3CC3)c2)CC([NH2+]Cc2ccccc2)C1,0.9,ABSTAIN,,,0.0,,1.0
O=S1(=O)CC(Cc2ccccc2)CC([NH2+]Cc2ccon2)C1,0.9,ABSTAIN,,,0.0,,1.0
O=S1(=O)C[C@@H](Cc2ccccc2)C[C@@H]([NH2+]Cc2cccc(C3CC3)c2)C1,0.9,ABSTAIN,,,0.0,,1.0
O=S1(=O)NCC2(CC[NH+](Cc3cccc(OC4CCCC4)c3)CC2)N1c1ccccc1,0.9,ABSTAIN,,,0.0,,1.0
O=S1(=O)NCC2(CC[NH+](Cc3ccccc3)CC2)N1c1ccccc1,0.9,ABSTAIN,,,0.0,,1.0
O=S1(=O)NC[C@]2(CC[N@H+](Cc3ccccc3)CC2)N1c1ccccc1,0.9,ABSTAIN,,,0.0,,1.0
O=c1cc(C2CC2c2ccc(-c3ccccn3)cc2)nc[nH]1,0.9,ABSTAIN,,,0.0,,1.0
O=c1cc(CCc2ccccc2)nc[nH]1,0.9,ABSTAIN,,,0.0,,1.0
O=c1ccc(C2(c3cccc(-c4cncnc4)c3)N=Cc3ccccc32)c[nH]1,0.9,ABSTAIN,,,0.0,,1.0
[NH2+]=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0.9,ABSTAIN,,,0.0,,1.0
c1cc(CCCC[NH2+][C@H]2CC3(CCC3)Oc3ncccc32)cc(-c2nccs2)c1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc(-c2ccc(-c3ccc(Oc4nccs4)cc3)n2Cc2ccccn2)cc1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc(-c2ccc(-c3ccccc3)[nH]2)cc1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc(-c2ccc(-c3ccccc3)n2Cc2ccccn2)cc1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc(CC(NC2=NCCc3ccccc32)c2nnn[nH]2)cc1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc(CC(c2ccccc2)c2cscn2)cc1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2(c3cccc(C4CCCO4)c3)CC2)cc1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2(c3ccccc3)CCC(Nc3ccccn3)CC2)cc1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2(c3cccs3)CCCCC2)cc1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2(c3ccno3)CCCCC2)cc1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2(c3cn[nH]c3)CC2)cc1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2(c3nccs3)CC2)cc1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc(CCCC[NH2+]C2CC3(CCC3)Oc3ncccc32)cc1,0.9,ABSTAIN,1.0,0.0,27.987658183245273,0.6810621605443248,0.6290989373421726
c1ccc2[nH]cnc2c1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc2c(c1)CCN=C2NCCc1cscc1-c1cn[nH]c1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc2c(c1)CCN=C2NCCc1cscc1-c1ncco1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc2c(c1)CC[NH+]=C2NCCc1ccsc1,0.9,ABSTAIN,,,0.0,,1.0
c1ccc2nc(N3CCCC3)cnc2c1,0.9,ABSTAIN,,,0.0,,1.0
c1ccccc1,0.9,ABSTAIN,1.0,0.0,4.398373200680381,0.0,1.0
c1cnc2c(c1)C([NH2+]CCCCc1ccc(-c3nccs3)cc1)CC1(CCC1)O2,0.9,ABSTAIN,,,0.0,,1.0
no_scaffold,0.9,ABSTAIN,,,0.0,,1.0
